source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[compound]	characteristics[phenotype]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[developmental stage]	characteristics[enrichment process]	assay name	characteristics[biological replicate]	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[file uri]	comment[data file]	material type	factor value[phenotype]	factor value[enrichment process]
sample 8	homo sapiens	not applicable	not available	not available	Female	Nocodazole	compound: drug Nocodazole	not available	not available	not available	not available	no enrichment	run 185	8	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120204_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep2_pH3.raw	20120204_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep2_pH3.raw	cell	Nocodazole	no enrichment
sample 8	homo sapiens	not applicable	not available	not available	Female	Nocodazole	compound: drug Nocodazole	not available	not available	not available	not available	no enrichment	run 186	8	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120204_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep2_pH4.raw	20120204_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep2_pH4.raw	cell	Nocodazole	no enrichment
sample 8	homo sapiens	not applicable	not available	not available	Female	Nocodazole	compound: drug Nocodazole	not available	not available	not available	not available	no enrichment	run 187	8	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120204_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep2_pH5.raw	20120204_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep2_pH5.raw	cell	Nocodazole	no enrichment
sample 8	homo sapiens	not applicable	not available	not available	Female	Nocodazole	compound: drug Nocodazole	not available	not available	not available	not available	no enrichment	run 188	8	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120204_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep2_pH6.raw	20120204_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep2_pH6.raw	cell	Nocodazole	no enrichment
sample 8	homo sapiens	not applicable	not available	not available	Female	Nocodazole	compound: drug Nocodazole	not available	not available	not available	not available	no enrichment	run 189	8	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120204_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep2_pH8.raw	20120204_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep2_pH8.raw	cell	Nocodazole	no enrichment
sample 9	homo sapiens	not applicable	not available	not available	Female	Nocodazole	compound: drug Nocodazole	not available	not available	not available	not available	no enrichment	run 190	9	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120218_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep3_pH11.raw	20120218_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep3_pH11.raw	cell	Nocodazole	no enrichment
sample 9	homo sapiens	not applicable	not available	not available	Female	Nocodazole	compound: drug Nocodazole	not available	not available	not available	not available	no enrichment	run 191	9	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120218_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep3_pH3.raw	20120218_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep3_pH3.raw	cell	Nocodazole	no enrichment
sample 9	homo sapiens	not applicable	not available	not available	Female	Nocodazole	compound: drug Nocodazole	not available	not available	not available	not available	no enrichment	run 192	9	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120218_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep3_pH4.raw	20120218_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep3_pH4.raw	cell	Nocodazole	no enrichment
sample 9	homo sapiens	not applicable	not available	not available	Female	Nocodazole	compound: drug Nocodazole	not available	not available	not available	not available	no enrichment	run 193	9	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120218_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep3_pH5.raw	20120218_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep3_pH5.raw	cell	Nocodazole	no enrichment
sample 9	homo sapiens	not applicable	not available	not available	Female	Nocodazole	compound: drug Nocodazole	not available	not available	not available	not available	no enrichment	run 194	9	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120218_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep3_pH6.raw	20120218_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep3_pH6.raw	cell	Nocodazole	no enrichment
sample 9	homo sapiens	not applicable	not available	not available	Female	Nocodazole	compound: drug Nocodazole	not available	not available	not available	not available	no enrichment	run 195	9	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120218_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep3_pH8.raw	20120218_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep3_pH8.raw	cell	Nocodazole	no enrichment
sample 10	homo sapiens	not applicable	not available	not available	Female	Nocodazole	compound: drug Nocodazole	not available	not available	not available	not available	no enrichment	run 196	10	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120220_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep4_pH11.raw	20120220_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep4_pH11.raw	cell	Nocodazole	no enrichment
sample 10	homo sapiens	not applicable	not available	not available	Female	Nocodazole	compound: drug Nocodazole	not available	not available	not available	not available	no enrichment	run 197	10	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120220_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep4_pH3.raw	20120220_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep4_pH3.raw	cell	Nocodazole	no enrichment
sample 10	homo sapiens	not applicable	not available	not available	Female	Nocodazole	compound: drug Nocodazole	not available	not available	not available	not available	no enrichment	run 198	10	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120220_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep4_pH4.raw	20120220_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep4_pH4.raw	cell	Nocodazole	no enrichment
sample 10	homo sapiens	not applicable	not available	not available	Female	Nocodazole	compound: drug Nocodazole	not available	not available	not available	not available	no enrichment	run 199	10	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120220_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep4_pH5.raw	20120220_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep4_pH5.raw	cell	Nocodazole	no enrichment
sample 10	homo sapiens	not applicable	not available	not available	Female	Nocodazole	compound: drug Nocodazole	not available	not available	not available	not available	no enrichment	run 200	10	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120220_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep4_pH6.raw	20120220_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep4_pH6.raw	cell	Nocodazole	no enrichment
sample 10	homo sapiens	not applicable	not available	not available	Female	Nocodazole	compound: drug Nocodazole	not available	not available	not available	not available	no enrichment	run 201	10	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120220_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep4_pH8.raw	20120220_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep4_pH8.raw	cell	Nocodazole	no enrichment
sample 22	homo sapiens	not applicable	not available	not available	Female	EGF5	compound: drug EGF5	not available	not available	not available	not available	no enrichment	run 202	22	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120302_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep1_pH11.raw	20120302_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep1_pH11.raw	cell	EGF5	no enrichment
sample 22	homo sapiens	not applicable	not available	not available	Female	EGF5	compound: drug EGF6	not available	not available	not available	not available	no enrichment	run 203	22	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120302_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep1_pH3.raw	20120302_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep1_pH3.raw	cell	EGF5	no enrichment
sample 22	homo sapiens	not applicable	not available	not available	Female	EGF5	compound: drug EGF7	not available	not available	not available	not available	no enrichment	run 204	22	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120302_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep1_pH4.raw	20120302_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep1_pH4.raw	cell	EGF5	no enrichment
sample 22	homo sapiens	not applicable	not available	not available	Female	EGF5	compound: drug EGF8	not available	not available	not available	not available	no enrichment	run 205	22	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120302_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep1_pH5.raw	20120302_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep1_pH5.raw	cell	EGF5	no enrichment
sample 22	homo sapiens	not applicable	not available	not available	Female	EGF5	compound: drug EGF9	not available	not available	not available	not available	no enrichment	run 206	22	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120302_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep1_pH6.raw	20120302_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep1_pH6.raw	cell	EGF5	no enrichment
sample 22	homo sapiens	not applicable	not available	not available	Female	EGF5	compound: drug EGF10	not available	not available	not available	not available	no enrichment	run 207	22	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120302_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep1_pH8.raw	20120302_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep1_pH8.raw	cell	EGF5	no enrichment
sample 23	homo sapiens	not applicable	not available	not available	Female	EGF5	compound: drug EGF11	not available	not available	not available	not available	no enrichment	run 208	23	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120303_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep2_pH11.raw	20120303_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep2_pH11.raw	cell	EGF5	no enrichment
sample 23	homo sapiens	not applicable	not available	not available	Female	EGF5	compound: drug EGF12	not available	not available	not available	not available	no enrichment	run 209	23	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120303_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep2_pH3.raw	20120303_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep2_pH3.raw	cell	EGF5	no enrichment
sample 23	homo sapiens	not applicable	not available	not available	Female	EGF5	compound: drug EGF13	not available	not available	not available	not available	no enrichment	run 210	23	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120303_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep2_pH4.raw	20120303_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep2_pH4.raw	cell	EGF5	no enrichment
sample 23	homo sapiens	not applicable	not available	not available	Female	EGF5	compound: drug EGF14	not available	not available	not available	not available	no enrichment	run 211	23	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120303_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep2_pH5.raw	20120303_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep2_pH5.raw	cell	EGF5	no enrichment
sample 23	homo sapiens	not applicable	not available	not available	Female	EGF5	compound: drug EGF15	not available	not available	not available	not available	no enrichment	run 212	23	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120303_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep2_pH6.raw	20120303_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep2_pH6.raw	cell	EGF5	no enrichment
sample 23	homo sapiens	not applicable	not available	not available	Female	EGF5	compound: drug EGF16	not available	not available	not available	not available	no enrichment	run 213	23	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120303_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep2_pH8.raw	20120303_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep2_pH8.raw	cell	EGF5	no enrichment
sample 24	homo sapiens	not applicable	not available	not available	Female	EGF5	compound: drug EGF17	not available	not available	not available	not available	no enrichment	run 214	24	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120304_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep3_pH11.raw	20120304_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep3_pH11.raw	cell	EGF5	no enrichment
sample 24	homo sapiens	not applicable	not available	not available	Female	EGF5	compound: drug EGF18	not available	not available	not available	not available	no enrichment	run 215	24	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120304_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep3_pH3.raw	20120304_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep3_pH3.raw	cell	EGF5	no enrichment
sample 24	homo sapiens	not applicable	not available	not available	Female	EGF5	compound: drug EGF19	not available	not available	not available	not available	no enrichment	run 216	24	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120304_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep3_pH4.raw	20120304_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep3_pH4.raw	cell	EGF5	no enrichment
sample 24	homo sapiens	not applicable	not available	not available	Female	EGF5	compound: drug EGF20	not available	not available	not available	not available	no enrichment	run 217	24	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120304_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep3_pH5.raw	20120304_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep3_pH5.raw	cell	EGF5	no enrichment
sample 24	homo sapiens	not applicable	not available	not available	Female	EGF5	compound: drug EGF21	not available	not available	not available	not available	no enrichment	run 218	24	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120304_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep3_pH6.raw	20120304_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep3_pH6.raw	cell	EGF5	no enrichment
sample 24	homo sapiens	not applicable	not available	not available	Female	EGF5	compound: drug EGF22	not available	not available	not available	not available	no enrichment	run 219	24	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable		ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120304_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep3_pH8.raw	20120304_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep3_pH8.raw	cell	EGF5	no enrichment
